% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.512245267e+01 +4.512245267e+01 +2.818245267e+01 +2.818245267e+01 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
2 +3.659145261e+01 +3.659145261e+01 +1.965145261e+01 +1.965145261e+01 +7.8405e-01 +8.3336e-01 +2.2275e-01 +1.0072e+00 +3.7290e-01 +8.8525e-02 +2.2903e-01 +7.3519e-01 +1.2855e+00 +1.2977e+00 -1.0148e-01 +9.9380e-01 +5.9293e-01 +1.5133e-01 +7.9823e-01 +6.0168e-01 +1.9086e-01 +1.0271e+00 +7.2453e-01 +1.2947e+00
32 +2.473232656e+01 +2.473232656e+01 +7.792326559e+00 +7.792326559e+00 +1.5167e+00 +1.1616e+00 +3.0352e-03 +8.1559e-01 +3.2866e-01 -2.0692e-01 +8.3874e-01 +1.0693e-01 +8.7946e-01 +4.2408e-01 +5.6668e-01 +7.2240e-01 +6.2118e-01 +1.6099e-01 +6.9142e-01 +2.8294e-01 +7.7786e-02 +1.4211e+00 +4.2788e-02 +9.8103e-01
87 +1.494316575e+01 +1.494316575e+01 -1.996834252e+00 -1.996834252e+00 +1.4345e+00 +1.5123e+00 +3.6149e-01 -4.7308e-01 +9.9482e-01 -4.1508e-01 +1.2720e+00 +3.7695e-01 +9.8278e-01 +1.1676e-03 +6.7802e-01 +7.6300e-01 +7.3724e-01 -9.4392e-01 +1.9447e+00 +1.3714e-01 +4.0842e-01 +8.9477e-01 +6.3733e-01 +7.4617e-01
125 +9.672137436e+00 +9.672137436e+00 -7.267862564e+00 -7.267862564e+00 +2.1450e+00 +1.5831e+00 -5.3355e-01 -1.4193e+00 +9.6258e-01 -2.0649e-02 +9.9787e-01 +1.3823e-01 +1.5437e+00 +4.6625e-01 +2.1396e+00 +6.4196e-01 +5.3631e-01 -1.1438e+00 +2.6161e+00 -1.0491e+00 +5.5740e-01 +1.7383e+00 +4.4389e-01 +1.4462e+00
305 +6.209754303e+00 +6.209754303e+00 -1.073024570e+01 -1.073024570e+01 +2.5920e+00 +8.1640e-01 -1.6656e+00 -1.7488e+00 +1.6345e+00 -1.2275e+00 +1.4124e+00 -2.1898e+00 +4.8236e-01 -5.7069e-02 +2.0975e+00 -1.0675e+00 +2.4254e-01 -2.3480e+00 +2.3154e+00 +1.4998e+00 +1.4842e+00 +1.4038e+00 +1.2385e+00 +1.4845e+00
432 +3.623268189e+00 +3.623268189e+00 -1.331673181e+01 -1.331673181e+01 +3.0089e+00 +1.5837e+00 -5.6716e-01 +2.5673e-02 +4.3233e+00 +3.2862e-01 +2.8572e+00 -4.1953e+00 -1.3753e+00 -2.5266e+00 +2.9267e+00 -1.1654e+00 -1.7103e-01 -1.8396e+00 +2.5473e+00 +3.2601e+00 +2.3231e+00 +7.2521e-01 -4.3795e-02 +2.4353e+00
689 +2.502308797e+00 +2.502308797e+00 -1.443769120e+01 -1.443769120e+01 +3.5687e+00 +1.5254e+00 -7.6573e-01 +1.4170e-01 +2.6704e+00 -6.3382e-01 +3.2852e+00 -2.7751e+00 -1.1945e+00 -2.2350e+00 +3.5253e+00 -3.9263e-01 -1.2740e+00 -1.5906e+00 +2.6794e+00 +2.5290e+00 +2.7167e+00 +2.3900e-01 +2.9290e-01 +2.5179e+00
881 +1.403188130e+00 +1.403188130e+00 -1.553681187e+01 -1.553681187e+01 +3.6732e+00 +2.2972e+00 -1.4930e+00 +1.0248e+00 +2.0352e+00 -1.9073e+00 +3.1407e+00 -2.3605e+00 -3.2279e-01 -1.6737e+00 +3.4402e+00 +2.3764e-02 -1.9455e+00 -2.2791e+00 +1.8012e+00 +3.0012e+00 +3.3994e+00 +3.5493e-01 +3.8322e-01 +2.0785e+00
975 +7.320189309e-01 +7.320189309e-01 -1.620798107e+01 -1.620798107e+01 +4.0797e+00 +2.2221e+00 -1.3033e+00 +1.6238e+00 +1.8376e+00 -1.8978e+00 +3.1649e+00 -2.4143e+00 -4.3976e-01 -1.7674e+00 +3.9968e+00 -1.2732e-01 -1.9726e+00 -1.7876e+00 +2.2347e+00 +2.8758e+00 +3.7982e+00 -1.4159e-01 +3.0848e-01 +2.3752e+00
1146 +5.648117907e-01 +5.648117907e-01 -1.637518821e+01 -1.637518821e+01 +3.8533e+00 +2.3663e+00 -1.2257e+00 +1.4809e+00 +1.5342e+00 -1.7577e+00 +3.2328e+00 -2.3322e+00 -2.9148e-01 -1.6694e+00 +4.0683e+00 -2.5359e-02 -2.5371e+00 -1.4420e+00 +2.6364e+00 +2.9006e+00 +3.9614e+00 -2.9100e-01 -6.3023e-02 +2.1953e+00
