% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.310076064e+02 +1.310076064e+02 +2.845760641e+01 +2.845760641e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +4.666885033e+01 +4.666885033e+01 -5.588114967e+01 -5.588114967e+01 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
10 +3.323298520e+01 +3.323298520e+01 -6.931701480e+01 -6.931701480e+01 +4.7009e-01 -2.0368e+00 +2.4469e+00 -3.1104e+00 +1.8678e+00 -3.1649e+00 -1.3152e+00 +1.2562e+00 +2.8023e+00 -4.1887e+00 +4.2939e+00 +2.7571e+00 -1.3208e-01 -6.4141e-01 -5.3216e-01 -1.9365e+00 +8.5087e-02 +1.0772e-01 +3.1763e+00 +2.9483e+00
11 +2.504518748e+01 +2.504518748e+01 -7.750481252e+01 -7.750481252e+01 +1.4432e+00 -1.2139e+00 +3.1158e+00 +3.2826e-01 -1.4927e+00 +4.3900e+00 +3.7594e+00 +5.0156e-01 +1.2248e+00 +8.7045e-01 -2.9226e+00 -1.9875e+00 -2.9077e-01 -2.6951e+00 +3.4431e+00 -3.0524e+00 -2.7408e+00 -3.2929e+00 -2.7234e+00 -6.4301e-01
97 +1.319612469e+01 +1.319612469e+01 -8.935387531e+01 -8.935387531e+01 -2.9623e-01 -2.3015e+00 +2.5778e+00 -3.6971e+00 -3.4899e+00 -1.0074e+00 -2.2573e+00 +2.0714e+00 +1.4124e+00 -6.7183e-01 -5.5765e-01 -2.1413e+00 +1.8042e+00 -5.8132e-02 +2.5793e+00 -1.6131e+00 +5.2213e-01 -3.2701e-01 -1.0312e-01 +3.9816e-01
318 +6.783699095e+00 +6.783699095e+00 -9.576630090e+01 -9.576630090e+01 +1.7329e+00 -4.9842e-01 +2.0310e+00 -8.1870e-01 -2.9945e-01 +1.3244e+00 +1.0985e+00 +1.3200e+00 -9.1096e-01 -1.8844e+00 -1.5923e+00 +2.6774e+00 +1.4790e+00 -4.3736e-01 +1.5742e+00 -2.9649e+00 -2.7293e+00 -1.7074e-01 -1.7150e+00 +1.5042e+00
2317 +5.883946725e+00 +5.883946725e+00 -9.666605328e+01 -9.666605328e+01 +2.1275e+00 -1.5988e+00 +1.2381e-01 -8.5051e-01 -1.3634e+00 +5.7475e-01 -6.5547e-01 +2.1308e-01 -1.0010e+00 -1.1305e+00 -2.2102e-01 -3.4874e-01 +1.2362e+00 -2.6045e-01 -2.1841e+00 -9.8542e-01 +1.5037e+00 -1.0627e+00 -3.2794e+00 +1.3917e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.035898959e+02 +1.035898959e+02 +1.752798959e+02 +1.752798959e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +9.175596383e+01 +9.175596383e+01 +1.634459638e+02 +1.634459638e+02 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
3 +3.088732715e+01 +3.088732715e+01 +1.025773272e+02 +1.025773272e+02 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
55 +1.740753316e+01 +1.740753316e+01 +8.909753316e+01 +8.909753316e+01 +3.7446e-01 +9.0163e-01 +2.2436e-04 -2.0078e-01 +4.0472e+00 +1.0987e+00 +2.9604e-01 +3.5944e+00 +3.0549e+00 -1.6742e+00 -3.1708e+00 -2.6007e+00 -5.1035e+00 -4.7133e+00 -1.0099e-01 +7.5971e-01 +1.8543e+00 -4.6533e-01 +4.7162e-03 -2.8912e-01
