% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.531905767e+05 +6.531905767e+05 +6.533144067e+05 +6.533144067e+05 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +1.724102607e+05 +1.724102607e+05 +1.725340907e+05 +1.725340907e+05 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
10 +9.661109002e+04 +9.661109002e+04 +9.673492002e+04 +9.673492002e+04 +4.7009e-01 -2.0368e+00 +2.4469e+00 -3.1104e+00 +1.8678e+00 -3.1649e+00 -1.3152e+00 +1.2562e+00 +2.8023e+00 -4.1887e+00 +4.2939e+00 +2.7571e+00 -1.3208e-01 -6.4141e-01 -5.3216e-01 -1.9365e+00 +8.5087e-02 +1.0772e-01 +3.1763e+00 +2.9483e+00
50 +5.475705058e+04 +5.475705058e+04 +5.488088058e+04 +5.488088058e+04 +1.4701e+00 -1.7282e+00 +2.3103e+00 -2.1104e+00 +8.6775e-01 -2.1649e+00 -3.1515e-01 +3.7958e-01 +1.8023e+00 -3.1887e+00 +3.2939e+00 +1.7571e+00 +2.3455e-01 -1.6414e+00 +4.6784e-01 -2.7731e+00 -9.1491e-01 -8.9228e-01 +2.1763e+00 +1.9483e+00
83 +2.815657310e+04 +2.815657310e+04 +2.828040310e+04 +2.828040310e+04 +1.3200e+00 -9.5368e-01 +2.4108e+00 +9.5200e-01 -1.1313e+00 -1.0236e-01 +8.3229e-01 +3.6879e-01 +9.0694e-01 +5.4687e-01 -2.2397e+00 +5.4800e-01 -4.4902e-01 -2.2564e+00 -1.8100e+00 -2.0164e+00 +2.5974e+00 -2.3440e+00 +5.2236e-01 -9.1438e-01
109 +1.471546273e+04 +1.471546273e+04 +1.483929273e+04 +1.483929273e+04 +1.2172e+00 -1.7019e+00 +2.8651e+00 -4.3936e-01 +6.9114e-01 -4.5143e-01 +2.1771e+00 +5.5077e-01 +7.7396e-01 -1.7757e+00 +1.8652e+00 +2.4930e+00 -8.5209e-03 -2.8736e-01 +1.3326e+00 +1.3350e+00 +6.8854e-01 -1.6423e+00 +1.6198e+00 +2.8987e+00
126 +4.295661698e+03 +4.295661698e+03 +4.419491698e+03 +4.419491698e+03 -3.7818e-01 -5.7155e-02 +1.1122e+00 -1.4506e+00 -3.4351e-01 +1.9819e-02 +6.2971e-01 -3.9266e-01 +1.2487e+00 -5.1848e-01 +5.0542e-01 -1.1618e+00 +2.8977e-01 +1.1334e+00 -4.7622e-01 +4.2119e-01 -8.6160e-01 +1.9613e+00 -1.2182e+00 +1.9553e+00
161 +1.874298798e+03 +1.874298798e+03 +1.998128798e+03 +1.998128798e+03 -6.1770e-01 +5.7919e-02 +2.6987e-01 +1.3376e-01 -1.4496e-01 -2.4596e-02 +1.5046e+00 -6.2639e-01 +5.7507e-01 +6.4889e-01 +3.3050e-01 +7.0593e-01 +5.7167e-01 -4.5547e-01 +9.4636e-01 -9.8593e-01 +4.8676e-03 +1.1406e+00 +5.4379e-02 +1.3880e+00
202 +8.455111413e+02 +8.455111413e+02 +9.693411413e+02 +9.693411413e+02 -8.4339e-01 +3.5712e-01 +1.1028e-01 -6.6007e-01 -2.4650e-01 +9.3233e-02 +7.1342e-01 -5.3957e-01 +1.8413e-01 -2.2449e-01 +8.0746e-01 -2.7755e-01 +9.9488e-02 -5.5198e-01 +9.7132e-01 -5.0662e-01 -5.2455e-01 -7.7747e-01 -4.9778e-01 +1.6841e-01
241 +3.366746763e+02 +3.366746763e+02 +4.605046763e+02 +4.605046763e+02 -5.0570e-01 +5.7919e-02 +2.6987e-01 +1.3376e-01 -6.9598e-01 -2.4596e-02 +9.5495e-01 -6.3768e-01 +5.7507e-01 -1.3511e+00 -1.3929e-02 -3.6958e-01 +2.5924e-02 -4.5547e-01 +3.4956e-01 +9.4798e-01 -5.3870e-01 -3.3014e-01 +5.4379e-02 +3.5143e-01
356 +2.087660666e+02 +2.087660666e+02 +3.325960666e+02 +3.325960666e+02 +1.4185e-01 +1.2644e-01 +9.1314e-01 -3.2899e-01 -7.3842e-01 +1.6031e-01 +7.4743e-01 -5.3770e-02 +6.2431e-01 -7.5890e-01 +5.6815e-01 +3.2362e-01 -6.9041e-01 +1.4399e-01 +4.5007e-01 +3.3909e-01 -6.9409e-01 +2.6889e-01 +3.7932e-01 -2.1474e-01
392 +1.484347662e+02 +1.484347662e+02 +2.722647662e+02 +2.722647662e+02 +8.2770e-02 +2.8065e-01 +5.6332e-01 -5.7008e-01 -5.0822e-01 +1.1447e-01 +7.1303e-01 -2.3812e-01 +4.8342e-01 -7.2797e-01 +5.0049e-01 +2.5360e-01 -1.7677e-01 -1.5487e-01 +5.3788e-01 +3.0740e-01 -6.2694e-01 -1.3322e-03 +1.7301e-01 -4.1411e-02
546 +9.643552562e+01 +9.643552562e+01 +2.202655256e+02 +2.202655256e+02 -1.4446e-01 +3.6859e-01 +5.0438e-01 -3.2033e-01 -7.1235e-01 -3.2971e-02 +8.1426e-01 -1.6275e-01 +4.0185e-01 -8.3073e-01 +2.6467e-01 +7.6275e-02 -2.2707e-01 -1.4843e-01 +4.5792e-01 +5.3511e-01 -7.6152e-01 -4.8260e-03 +2.0911e-01 -4.6139e-02
752 +5.905059163e+01 +5.905059163e+01 +1.828805916e+02 +1.828805916e+02 +2.4561e-02 +3.3137e-01 +6.5967e-01 -3.2360e-01 -5.7260e-01 -3.7450e-03 +6.0809e-01 -1.7923e-01 +2.1508e-01 -9.0138e-01 +4.4133e-01 +6.1000e-02 -5.0487e-01 -1.3328e-02 +6.2655e-01 +4.4524e-01 -8.4424e-01 -1.6686e-02 +1.1784e-01 -6.1124e-02
1348 +3.729393278e+01 +3.729393278e+01 +1.611239328e+02 +1.611239328e+02 -9.7940e-02 +5.2385e-01 +5.4821e-01 -1.5341e-01 -8.7556e-01 +8.1701e-02 +6.7598e-01 +7.6772e-02 +1.4046e-01 -8.9514e-01 +2.5075e-01 +2.0044e-01 -3.9304e-01 +9.2117e-02 +6.4728e-01 +6.3253e-01 -9.5195e-01 +5.3795e-02 -2.5502e-04 -1.7128e-01
1906 +2.509989337e+01 +2.509989337e+01 +1.489298934e+02 +1.489298934e+02 -1.1102e-01 +4.2442e-01 +6.9946e-01 -2.0651e-01 -6.7623e-01 -6.5858e-02 +5.4448e-01 +3.7544e-02 +7.9288e-02 -8.7638e-01 +2.1071e-01 +1.3400e-01 -3.5972e-01 +1.0896e-01 +5.2596e-01 +5.8310e-01 -9.6999e-01 -6.0972e-02 -1.4315e-02 +1.8227e-02
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
