% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.819793302e+02 +3.819793302e+02 +3.296293302e+02 +3.296293302e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +4.373500035e+01 +4.373500035e+01 -8.614999654e+00 -8.614999654e+00 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
23 +3.402609153e+01 +3.402609153e+01 -1.832390847e+01 -1.832390847e+01 -2.4521e+00 -2.7596e+00 +1.6783e+00 +3.4439e+00 -1.5554e+00 +2.8052e+00 +1.7533e+00 -4.9328e+00 +1.0217e+00 -1.1323e+00 +4.1599e+00 -4.9885e+00 -3.7551e-01 -7.5651e-01 -3.9084e-01 +2.7016e+00 -1.7753e+00 +2.8474e+00 -2.8643e-01 -4.6424e+00
122 +2.439707042e+01 +2.439707042e+01 -2.795292958e+01 -2.795292958e+01 -1.1376e+00 -3.3430e+00 +7.9630e-01 +1.6449e+00 -3.4028e-01 +1.3845e+00 +1.1902e+00 -3.7727e+00 -3.0973e-01 -5.9314e-01 +4.1500e+00 -5.0000e+00 +4.6422e-01 -2.5762e+00 -1.3337e+00 +1.4110e+00 -7.4671e-01 +8.6599e-01 +1.8072e+00 -5.0000e+00
214 +1.577566599e+01 +1.577566599e+01 -3.657433401e+01 -3.657433401e+01 -1.1607e+00 -1.1483e+00 +1.9665e+00 +6.7049e-01 -7.6674e-01 +2.1365e+00 -6.4637e-02 -3.2027e+00 +2.1901e-01 -2.4314e+00 +1.0676e+00 -3.2424e+00 -1.6171e-01 -2.2095e+00 -1.0246e+00 +2.2139e+00 -9.8616e-01 +1.1776e+00 +8.6325e-02 -3.1163e+00
409 +9.512057307e+00 +9.512057307e+00 -4.283794269e+01 -4.283794269e+01 -1.4565e+00 -2.3186e+00 +3.0894e+00 -8.2976e-02 -1.6196e+00 +1.5440e+00 -4.9724e-01 -1.4021e+00 +1.8630e+00 -2.4365e+00 +1.6019e+00 -3.2358e+00 +1.3499e+00 -1.2730e+00 -1.9432e+00 +2.7088e+00 -1.0008e+00 +1.5976e+00 +2.1480e-01 -4.9745e+00
664 +5.781088659e+00 +5.781088659e+00 -4.656891134e+01 -4.656891134e+01 -1.5507e+00 -2.5075e+00 +2.6209e+00 -3.2224e-01 -1.6556e+00 +1.0152e+00 -2.2249e+00 +6.8239e-01 +3.7514e+00 -2.0767e+00 +2.1809e+00 -2.9215e+00 +2.6930e+00 -1.4846e+00 -1.3402e+00 +1.1096e+00 -1.3573e+00 +2.3597e+00 +2.2839e+00 -5.0000e+00
802 +3.654442689e+00 +3.654442689e+00 -4.869555731e+01 -4.869555731e+01 -1.9898e+00 -2.0586e+00 +2.8430e+00 -8.0715e-01 -1.2823e+00 +2.5626e+00 -3.2094e+00 +6.0323e-02 +2.8600e+00 -2.4463e+00 +2.6112e+00 -1.8169e+00 +3.3302e+00 -8.5604e-01 -7.2881e-01 +5.0145e-01 -1.7480e+00 +2.2069e+00 +2.0533e+00 -5.0000e+00
888 +2.371973422e+00 +2.371973422e+00 -4.997802658e+01 -4.997802658e+01 -1.4797e+00 -1.6450e+00 +2.5399e+00 -1.3178e+00 -1.7843e+00 +3.9623e+00 -2.7386e+00 -4.4733e-01 +2.0274e+00 -1.3758e+00 +2.2411e+00 -6.4774e-01 +3.3438e+00 -1.5261e+00 -1.5972e+00 +1.0380e+00 -1.4400e+00 +2.4725e+00 +2.5074e+00 -5.0000e+00
1104 +1.535169701e+00 +1.535169701e+00 -5.081483030e+01 -5.081483030e+01 -1.5891e+00 -1.9958e+00 +2.2777e+00 -1.4019e+00 -1.5641e+00 +3.8005e+00 -3.1967e+00 -2.0022e-01 +2.3139e+00 -1.0447e+00 +2.4877e+00 -6.7834e-01 +3.9016e+00 -1.2981e+00 -1.8048e+00 +6.0903e-01 -1.4436e+00 +1.7254e+00 +3.2024e+00 -5.0000e+00
1882 +9.987358831e-01 +9.987358831e-01 -5.135126412e+01 -5.135126412e+01 -1.4917e+00 -1.5795e+00 +2.7163e+00 -1.7374e+00 -1.9835e+00 +3.9447e+00 -3.9539e+00 +1.1756e-03 +2.4908e+00 -1.2324e+00 +2.8127e+00 -7.6541e-01 +4.0728e+00 -1.3217e+00 -1.9529e+00 +7.1226e-01 -1.3863e+00 +1.8566e+00 +3.2520e+00 -5.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.550249016e+02 +1.550249016e+02 -2.451509837e+01 -2.451509837e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
25 +7.830402361e+01 +7.830402361e+01 -1.012359764e+02 -1.012359764e+02 +1.4762e+00 +1.7902e+00 +1.3579e+00 +4.4517e+00 -2.9107e+00 +2.0928e+00 -2.6377e+00 -3.8060e+00 +1.0730e+00 -4.9862e-01 -4.1275e-01 +1.6194e+00 +2.7029e+00 -1.4978e+00 +1.6201e+00 -8.3841e-01 +3.4193e+00 +3.3292e+00 -2.4356e+00 +1.1346e+00
