% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.617010269e+02 +3.617010269e+02 +3.447610269e+02 +3.447610269e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +1.309875674e+02 +1.309875674e+02 +1.140475674e+02 +1.140475674e+02 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
13 +9.229941028e+01 +9.229941028e+01 +7.535941028e+01 +7.535941028e+01 -4.1448e+00 -2.3752e+00 +3.0101e+00 -4.7078e+00 +4.2885e+00 +2.3033e+00 -1.1391e-01 +7.8525e-01 -2.6272e+00 -4.1151e-01 +4.6309e+00 +4.6806e-01 +2.1136e-01 -2.6841e+00 -1.1102e-01 +1.2406e+00 +1.7914e+00 -1.0448e+00 -1.3256e+00 +4.8798e+00
50 +4.805864242e+01 +4.805864242e+01 +3.111864242e+01 +3.111864242e+01 +4.7009e-01 -2.0368e+00 +7.5102e-01 -3.1104e+00 +5.5031e+00 -3.1649e+00 +9.9870e-01 +1.2562e+00 +3.0726e+00 -4.1887e+00 +4.2939e+00 -2.5073e+00 -1.3208e-01 -4.2226e+00 -1.5517e-01 -1.9365e+00 +4.3391e+00 +1.0772e-01 -1.8524e-01 +2.9483e+00
406 +3.788094718e+01 +3.788094718e+01 +2.094094718e+01 +2.094094718e+01 +1.6345e+00 -1.6010e+00 +2.1874e+00 -3.1523e+00 +3.2810e+00 +1.0491e+00 +1.4914e+00 -1.2548e+00 -3.8675e+00 -2.3376e+00 +4.9410e+00 -2.3139e+00 -5.7577e-01 -7.9676e-01 +1.6682e+00 -8.7801e-01 +2.9964e+00 +9.5951e-01 -1.5670e+00 +5.4158e+00
870 +2.335538422e+01 +2.335538422e+01 +6.415384215e+00 +6.415384215e+00 +8.4968e-01 -1.2471e+00 -6.4995e-01 -1.5120e+00 +2.6684e+00 -1.0092e+00 +1.9387e+00 -2.7982e+00 -1.4566e+00 -4.6983e+00 +4.6112e+00 -3.4160e+00 -1.4209e+00 -1.7145e+00 +2.0403e+00 +5.9494e-01 +3.6029e+00 +2.4318e+00 +1.4300e+00 +2.6935e+00
1305 +1.470234012e+01 +1.470234012e+01 -2.237659877e+00 -2.237659877e+00 +1.4418e+00 -1.1974e+00 +5.2003e-01 -1.3365e+00 +3.1097e+00 -1.1316e+00 +1.7889e+00 -2.1805e+00 -1.7728e+00 -2.0166e+00 +3.8127e+00 -3.1141e+00 +1.8261e-01 -2.4912e+00 +1.2954e+00 +2.6013e+00 +2.4335e+00 +1.3026e+00 +1.7303e+00 +1.1137e+00
3684 +9.564163856e+00 +9.564163856e+00 -7.375836144e+00 -7.375836144e+00 +2.3684e+00 +7.2093e-02 +5.6119e-01 -2.6157e-01 +3.9376e+00 -2.8776e+00 +1.7390e+00 -4.5721e-01 -4.6206e-01 -2.1465e+00 +3.2357e+00 -1.6043e+00 -1.3321e+00 -1.5086e+00 +2.0359e+00 +3.5438e+00 +3.1732e+00 +3.9053e-01 +1.7712e+00 +1.7525e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.434997173e+01 +6.434997173e+01 +8.315997173e+01 +8.315997173e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +6.275344837e+01 +6.275344837e+01 +8.156344837e+01 +8.156344837e+01 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
402 +3.630480670e+01 +3.630480670e+01 +5.511480670e+01 +5.511480670e+01 +1.0173e+00 +1.0684e-01 +3.4498e+00 -1.5631e-01 +4.1846e+00 -4.3256e+00 +3.5339e+00 -4.0399e+00 +1.5548e+00 +4.6509e+00 -2.6582e+00 +1.9075e+00 +2.6742e+00 -4.6090e+00 -1.5864e+00 -2.7394e+00 -3.6945e-01 +2.5048e+00 +2.3522e-01 +1.7557e+00
764 +2.289905349e+01 +2.289905349e+01 +4.170905349e+01 +4.170905349e+01 -2.3384e+00 +9.0503e-01 +1.6888e+00 +1.5639e+00 +6.4457e-01 -3.6073e+00 -1.0788e+00 +3.7895e-01 -2.4072e+00 +5.0945e+00 -3.2749e+00 +3.1952e+00 +3.1081e+00 +4.0199e-01 -8.0772e-01 -4.5539e+00 -1.4495e+00 +2.9187e+00 +9.7381e-01 +1.0576e+00
1589 +1.538808496e+01 +1.538808496e+01 +3.419808496e+01 +3.419808496e+01 -5.7707e-02 +6.8369e-01 +1.8502e+00 +8.4299e-01 -9.2555e-01 -5.2789e+00 -1.3301e+00 -6.6491e-01 +1.2394e+00 +3.1021e+00 -3.2678e+00 +2.3930e+00 +3.2007e+00 -1.3961e+00 -1.2100e+00 -2.0062e+00 -1.0078e+00 +2.8873e+00 +3.4849e-01 +9.4258e-01
2091 +9.787413272e+00 +9.787413272e+00 +2.859741327e+01 +2.859741327e+01 +2.2068e-01 +1.6742e+00 +3.4734e-01 -1.8515e-01 +7.6061e-01 -3.8072e+00 -8.6483e-01 -8.7139e-03 +7.4049e-01 +2.5019e+00 -3.7215e+00 +3.0794e+00 +3.2076e+00 -2.7478e-01 -1.3013e+00 -2.3893e+00 -2.9547e+00 +3.3499e+00 +7.0149e-01 -2.6233e-01
3230 +5.602598694e+00 +5.602598694e+00 +2.441259869e+01 +2.441259869e+01 -1.1072e-01 +1.1510e+00 +2.4990e-02 -2.5021e-01 +7.0228e-01 -3.5632e+00 -1.2083e-01 +2.9484e-01 -1.6608e-01 +2.6219e+00 -3.6345e+00 +4.5647e+00 +3.1199e+00 -5.6288e-03 -2.0566e+00 -2.5786e+00 -2.7687e+00 +3.2218e+00 +3.9404e-01 +1.9232e+00
3858 +3.801793467e+00 +3.801793467e+00 +2.261179347e+01 +2.261179347e+01 +7.4388e-01 +1.0397e+00 -1.7365e-01 -5.3472e-01 +1.2805e+00 -3.5236e+00 -2.8553e-01 +3.0015e-01 +5.5961e-02 +2.6246e+00 -3.4931e+00 +4.3416e+00 +3.5868e+00 +5.4368e-02 -2.5185e+00 -2.0161e+00 -2.2314e+00 +3.1514e+00 +3.2661e-01 +1.5273e+00
4563 +2.367283800e+00 +2.367283800e+00 +2.117728380e+01 +2.117728380e+01 +1.7542e-01 +1.5792e+00 -3.3112e-01 +4.9681e-01 +1.5325e+00 -3.7222e+00 +8.5113e-02 +1.3394e-01 +2.8491e-01 +2.4257e+00 -3.4133e+00 +4.3605e+00 +3.3985e+00 +1.1053e-01 -2.4148e+00 -2.9164e+00 -2.0109e+00 +3.2231e+00 +4.5808e-01 +1.2312e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.959605450e+02 +1.959605450e+02 +4.691105450e+02 +4.691105450e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
5 +1.093027885e+02 +1.093027885e+02 +3.824527885e+02 +3.824527885e+02 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
7 +8.856084588e+01 +8.856084588e+01 +3.617108459e+02 +3.617108459e+02 -3.9335e+00 +4.6190e+00 -4.9537e+00 +2.7491e+00 +3.1730e+00 +3.6869e+00 -4.1556e+00 -1.0022e+00 -2.4013e+00 +3.0007e+00 -6.8586e-01 +4.1065e+00 -3.1815e+00 -2.3620e+00 -3.5446e+00 -3.6393e+00 +3.6929e+00 +7.9705e-01 +4.9860e-01 -3.5505e+00
127 +5.995127960e+01 +5.995127960e+01 +3.331012796e+02 +3.331012796e+02 -3.9335e+00 +4.6190e+00 -4.9537e+00 +2.7491e+00 +4.6444e+00 -4.1920e+00 -4.1556e+00 -1.0022e+00 -2.0938e+00 +3.0007e+00 +1.8508e+00 -2.6964e+00 +3.6453e+00 +1.3695e+00 -3.5446e+00 -4.1076e+00 +3.6929e+00 -4.0357e-01 +4.9860e-01 -3.0899e+00
