% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.364821610e+00 +9.364821610e+00 +1.623482161e+01 +1.623482161e+01 -4.4139e-02 -7.0727e-01 +3.4761e+00 +4.1434e+00 +5.6634e-01
5 +4.655178582e+00 +4.655178582e+00 +1.152517858e+01 +1.152517858e+01 +3.7611e+00 +4.2032e+00 -3.1517e+00 -2.8292e+00 -3.8291e+00
73 +3.521598672e+00 +3.521598672e+00 +1.039159867e+01 +1.039159867e+01 +3.0602e+00 -2.0459e+00 +4.4473e+00 -9.2919e-01 -6.6053e-01
386 +2.156988542e+00 +2.156988542e+00 +9.026988542e+00 +9.026988542e+00 -2.8652e+00 -3.4642e+00 +4.7345e+00 -3.4456e+00 +1.7211e+00
3586 +9.238669091e-01 +9.238669091e-01 +7.793866909e+00 +7.793866909e+00 -1.8878e+00 -2.0559e+00 +2.1594e+00 +2.6117e-01 -1.1688e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.784165602e+00 +7.784165602e+00 +7.794165602e+00 +7.794165602e+00 +4.6015e+00 -4.1499e+00 -3.8018e+00 -5.4683e-01 -4.4331e+00
19 +3.635343543e+00 +3.635343543e+00 +3.645343543e+00 +3.645343543e+00 -2.9919e+00 +3.3058e+00 +1.3269e+00 -3.6816e+00 +9.4006e-01
334 +1.989853700e+00 +1.989853700e+00 +1.999853700e+00 +1.999853700e+00 -6.4012e-01 -9.7996e-01 +8.6283e-01 -2.8770e+00 +4.7149e+00
3744 +8.111332375e-01 +8.111332375e-01 +8.211332375e-01 +8.211332375e-01 +2.0343e+00 +4.9043e-01 -5.4754e-01 -5.9279e-01 +8.5687e-01
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.732112801e+01 +3.732112801e+01 -9.328887199e+01 -9.328887199e+01 -2.5048e+00 +2.0143e+00 -1.4447e-01 -3.3383e+00 +3.1567e+00
2 +1.930709770e+01 +1.930709770e+01 -1.113029023e+02 -1.113029023e+02 -2.4292e-01 +5.1581e-01 -1.5313e-01 -1.2321e+00 +3.2053e+00
6 +9.303343388e+00 +9.303343388e+00 -1.213066566e+02 -1.213066566e+02 +3.4139e+00 +4.7487e+00 -2.0181e+00 +3.3328e+00 -4.8464e+00
12 +6.263239329e+00 +6.263239329e+00 -1.243467607e+02 -1.243467607e+02 +3.9142e+00 -3.1326e+00 +4.9413e+00 +2.0272e-01 +7.7123e-01
54 +2.641020863e+00 +2.641020863e+00 -1.279689791e+02 -1.279689791e+02 +3.1487e+00 +3.8214e+00 -3.5790e+00 -4.5964e+00 +3.1241e+00
369 +2.459888904e+00 +2.459888904e+00 -1.281501111e+02 -1.281501111e+02 +1.0802e+00 -2.8788e+00 -9.8446e-01 -2.7985e+00 -1.2366e+00
1337 +1.208754667e+00 +1.208754667e+00 -1.294012453e+02 -1.294012453e+02 +2.0113e+00 +2.7404e+00 -2.5814e+00 -3.5149e+00 -6.9269e-01
2380 +8.190400500e-01 +8.190400500e-01 -1.297909599e+02 -1.297909599e+02 +1.6199e+00 -1.2449e+00 -2.2028e+00 +3.2074e+00 +5.0960e-01
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.321919673e+01 +1.321919673e+01 -2.099008033e+02 -2.099008033e+02 +1.9716e+00 -2.7667e+00 -1.4515e+00 +4.1777e+00 -4.2324e+00
5 +8.420013976e+00 +8.420013976e+00 -2.146999860e+02 -2.146999860e+02 +4.6218e+00 -2.8280e+00 +1.9443e+00 +2.9028e+00 -3.3082e+00
8 +5.618366526e+00 +5.618366526e+00 -2.175016335e+02 -2.175016335e+02 -3.5904e+00 -3.8999e+00 +4.2425e+00 -1.2378e+00 -2.0183e+00
23 +3.682872949e+00 +3.682872949e+00 -2.194371271e+02 -2.194371271e+02 +3.1224e+00 +3.8591e-02 -3.1520e+00 +1.4601e+00 -4.3423e+00
301 +1.974878928e+00 +1.974878928e+00 -2.211451211e+02 -2.211451211e+02 -2.8736e+00 +2.3588e+00 -2.7800e+00 -3.6982e+00 +2.2595e+00
2659 +1.070314114e+00 +1.070314114e+00 -2.220496859e+02 -2.220496859e+02 -2.5924e+00 +1.5470e+00 +1.6608e+00 -2.6965e+00 +2.5357e-01
29824 +9.762449063e-01 +9.762449063e-01 -2.221437551e+02 -2.221437551e+02 -2.9388e+00 -2.5194e+00 -2.2833e+00 -2.5730e+00 -2.8145e+00
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.180227002e+00 +4.180227002e+00 -4.024977300e+01 -4.024977300e+01 -4.8697e+00 +3.7657e+00 -7.9696e-01 +2.1484e+00 +3.3859e+00
52 +2.533257113e+00 +2.533257113e+00 -4.189674289e+01 -4.189674289e+01 -1.5599e+00 +8.2330e-01 +2.8951e+00 +1.8784e+00 +4.1783e+00
86 +1.203085829e+00 +1.203085829e+00 -4.322691417e+01 -4.322691417e+01 -1.6914e+00 -1.0355e+00 +4.7715e+00 +3.5043e+00 +3.5646e+00
14033 +7.833339081e-01 +7.833339081e-01 -4.364666609e+01 -4.364666609e+01 -1.9780e+00 -7.8476e-01 +4.7552e+00 +3.7633e+00 +3.5409e+00
40058 +4.037131386e-01 +4.037131386e-01 -4.402628686e+01 -4.402628686e+01 -4.5360e-01 -5.1458e-01 -5.2143e-01 -3.3640e-02 +5.4176e-01
% function evaluation | noise-free fitness - Fopt (8.539000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.230614111e+01 +1.230614111e+01 +9.769614111e+01 +9.769614111e+01 -4.0065e+00 +3.8802e+00 -4.5522e+00 +2.8906e+00 -2.4013e+00
2 +7.795200339e+00 +7.795200339e+00 +9.318520034e+01 +9.318520034e+01 -2.8284e+00 +4.6398e+00 -2.8834e+00 -2.3250e+00 +9.0481e-01
4 +4.169270565e+00 +4.169270565e+00 +8.955927057e+01 +8.955927057e+01 -1.0015e+00 +3.9022e+00 -4.1926e+00 +4.0538e-01 +1.3342e+00
296 +3.418627681e+00 +3.418627681e+00 +8.880862768e+01 +8.880862768e+01 -1.3262e+00 -4.3380e+00 +2.0888e+00 -4.1734e+00 -3.9875e+00
521 +1.938528094e+00 +1.938528094e+00 +8.732852809e+01 +8.732852809e+01 -4.3553e+00 -3.1925e+00 -2.8924e+00 +6.5156e-01 +4.1981e-01
2647 +1.408447777e+00 +1.408447777e+00 +8.679844778e+01 +8.679844778e+01 -4.1281e+00 +8.3806e-01 -3.6990e+00 -2.9811e-01 +2.9782e+00
18224 +9.668859251e-01 +9.668859251e-01 +8.635688593e+01 +8.635688593e+01 -4.2723e-01 -1.9096e+00 +1.1783e+00 +3.1920e-01 -2.6408e-01
% function evaluation | noise-free fitness - Fopt (-9.872900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.334593709e+01 +2.334593709e+01 -9.639440629e+02 -9.639440629e+02 +1.4747e+00 +2.0671e+00 +4.6362e-01 +4.8644e-01 +2.9639e+00
2 +8.603725826e+00 +8.603725826e+00 -9.786862742e+02 -9.786862742e+02 -2.9049e-01 -4.2381e+00 +3.0879e+00 +3.1711e+00 -8.6463e-01
