% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.572859620e+01 +8.572859620e+01 +1.265085962e+02 +1.265085962e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
600 +6.132175079e+01 +6.132175079e+01 +1.021017508e+02 +1.021017508e+02 +2.4618e+00 -5.6852e+00 -1.1863e+00 -2.1554e-01 -3.6713e+00 -2.1521e+00 -1.0192e+00 -3.9872e+00 +2.5416e+00 -3.2484e+00 +2.1756e+00 -2.4098e+00 -7.7166e-01 -2.2601e-01 -1.9163e+00 -2.6889e+00 +2.0941e-01 -2.6492e+00 -1.9682e+00 -2.1498e+00
933 +2.550017089e+01 +2.550017089e+01 +6.628017089e+01 +6.628017089e+01 +2.2778e+00 -2.8680e+00 -1.6830e+00 -3.7075e+00 -3.6568e+00 -4.3565e-01 -3.1602e+00 -4.2642e+00 +8.2707e-01 -2.9104e+00 +3.9515e+00 -9.1434e-01 -6.5052e-01 -1.3767e+00 -1.2111e+00 -2.3958e+00 +1.8866e+00 -5.5494e-01 -2.8453e+00 -2.9803e+00
958 +2.211295159e+01 +2.211295159e+01 +6.289295159e+01 +6.289295159e+01 +1.8149e+00 -2.8231e+00 -6.4372e-01 -3.4313e+00 -3.7253e+00 +5.2208e-01 -3.0196e+00 -4.2961e+00 +5.0435e-01 -2.6279e+00 +4.7694e+00 -7.1466e-01 -2.1246e-01 -1.6060e+00 -8.5297e-01 -4.1897e+00 +1.1274e+00 -1.6481e+00 -1.9032e+00 -1.3402e+00
1588 +1.477251685e+01 +1.477251685e+01 +5.555251685e+01 +5.555251685e+01 +7.9198e-01 -2.4293e+00 -1.4546e+00 -1.9474e+00 -5.6768e+00 -5.6306e-02 -3.7409e+00 -1.8723e+00 +5.9571e-01 -3.7207e+00 +4.9528e+00 -1.6212e+00 -7.8727e-01 -9.1745e-01 -3.7926e-01 -3.2951e+00 +7.9734e-01 -6.2317e-01 +2.4645e-01 -1.6557e+00
1831 +8.707419927e+00 +8.707419927e+00 +4.948741993e+01 +4.948741993e+01 +1.7012e+00 -2.6887e+00 -1.8812e+00 -7.1101e-01 -4.3148e+00 -3.9215e-01 -3.9593e+00 -4.0717e+00 +4.6308e-01 -3.4476e+00 +3.8991e+00 -9.6371e-01 -6.4558e-01 -1.6012e+00 -2.0606e+00 -2.9027e+00 +8.0237e-01 -1.4862e+00 -1.0444e+00 -1.5731e+00
2144 +6.105823252e+00 +6.105823252e+00 +4.688582325e+01 +4.688582325e+01 +8.0715e-01 -2.7066e+00 -1.9430e+00 -1.2978e+00 -4.3882e+00 -2.5024e-01 -3.9072e+00 -3.8887e+00 +5.0850e-02 -3.9226e+00 +3.9114e+00 -1.3551e+00 -9.1514e-01 -1.0831e+00 -1.4295e+00 -3.0747e+00 +8.1609e-01 -1.1610e+00 -7.9337e-01 -2.0788e+00
2702 +3.973215686e+00 +3.973215686e+00 +4.475321569e+01 +4.475321569e+01 +1.4097e+00 -3.0783e+00 -2.2342e+00 -1.7628e+00 -4.3756e+00 -2.2976e-02 -4.2890e+00 -3.2933e+00 +6.1392e-02 -3.7837e+00 +4.4249e+00 -1.8063e+00 -1.2764e+00 -1.2423e+00 -1.3351e+00 -3.7885e+00 +9.1260e-01 -1.4060e+00 -1.0303e+00 -2.0283e+00
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.529804431e+01 +8.529804431e+01 +8.369804431e+01 +8.369804431e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
