% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.192866984e+01 +2.192866984e+01 +4.988669837e+00 +4.988669837e+00 +2.8455e+00 -2.4824e+00 -4.3769e+00 -3.3050e+00 +1.5978e+00
4 +1.332035920e+01 +1.332035920e+01 -3.619640795e+00 -3.619640795e+00 +2.9865e+00 -1.9861e+00 -5.0000e+00 -2.8785e+00 +3.0057e+00
13 +9.780003087e+00 +9.780003087e+00 -7.159996913e+00 -7.159996913e+00 +3.6610e+00 -3.3052e-01 -4.5520e+00 -4.3273e+00 +5.6898e-01
114 +4.011341119e+00 +4.011341119e+00 -1.292865888e+01 -1.292865888e+01 +1.9027e+00 +9.7537e-01 -1.6281e+00 +1.4403e+00 +7.1594e-01
162 +3.881291140e+00 +3.881291140e+00 -1.305870886e+01 -1.305870886e+01 +1.2533e+00 +2.2314e+00 -1.7593e+00 +3.0686e+00 -4.5978e-01
323 +2.461378304e+00 +2.461378304e+00 -1.447862170e+01 -1.447862170e+01 +2.7358e+00 +1.2074e+00 -1.7202e+00 +1.7088e+00 +1.4132e+00
326 +1.358475395e+00 +1.358475395e+00 -1.558152460e+01 -1.558152460e+01 +3.4504e+00 +1.9695e+00 -2.0699e+00 +1.8256e+00 +1.1448e+00
425 +9.279231022e-01 +9.279231022e-01 -1.601207690e+01 -1.601207690e+01 +3.8407e+00 +2.4694e+00 -1.1706e+00 +1.6351e+00 +9.6749e-01
2524 +6.216365801e-01 +6.216365801e-01 -1.631836342e+01 -1.631836342e+01 +3.5673e+00 +2.2767e+00 -1.8776e+00 +1.3193e+00 +1.5949e+00
21193 +3.434167074e-01 +3.434167074e-01 -1.659658329e+01 -1.659658329e+01 +3.7498e+00 +2.7358e+00 -1.5479e+00 +1.3690e+00 +1.5181e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.820685761e+01 +5.820685761e+01 +7.701685761e+01 +7.701685761e+01 +2.2465e-01 -1.3937e+00 -3.7218e+00 -2.2620e+00 -2.5281e+00
4 +3.653989303e+01 +3.653989303e+01 +5.534989303e+01 +5.534989303e+01 -5.6711e-01 -2.5179e+00 -3.1907e+00 -1.5689e+00 -1.3081e+00
5 +2.074210936e+01 +2.074210936e+01 +3.955210936e+01 +3.955210936e+01 -4.8719e-01 -2.6276e+00 -2.4430e+00 -6.1895e-01 -7.3262e-01
28 +1.176481446e+01 +1.176481446e+01 +3.057481446e+01 +3.057481446e+01 -1.6057e+00 -2.5288e+00 -2.9344e+00 -1.3667e+00 +1.7472e+00
31 +9.616734238e+00 +9.616734238e+00 +2.842673424e+01 +2.842673424e+01 -1.3233e+00 -9.0874e-01 -2.1867e+00 -2.6718e-01 +3.5506e+00
34 +6.251212784e+00 +6.251212784e+00 +2.506121278e+01 +2.506121278e+01 -4.2440e-01 +6.6595e-02 -1.1899e+00 -1.2953e+00 +4.1887e+00
171 +3.552335973e+00 +3.552335973e+00 +2.236233597e+01 +2.236233597e+01 +1.5380e+00 +1.9274e-01 +3.5619e-02 -2.3325e+00 +4.5092e+00
181 +2.374264339e+00 +2.374264339e+00 +2.118426434e+01 +2.118426434e+01 +7.3273e-01 +6.4668e-02 -1.5554e-01 -2.1632e+00 +5.0000e+00
471 +1.174349844e+00 +1.174349844e+00 +1.998434984e+01 +1.998434984e+01 +2.7855e-01 +1.2302e+00 -5.1476e-01 -1.3574e+00 +2.9207e+00
794 +9.752812749e-01 +9.752812749e-01 +1.978528127e+01 +1.978528127e+01 -5.7654e-01 +1.6784e+00 -6.0654e-01 -6.8380e-01 +2.2704e+00
878 +5.988778153e-01 +5.988778153e-01 +1.940887782e+01 +1.940887782e+01 -6.2632e-02 +2.1517e+00 -9.5163e-01 +3.0262e-01 +1.4615e+00
7030 +3.086897490e-01 +3.086897490e-01 +1.911868975e+01 +1.911868975e+01 -1.5974e-01 +1.6731e+00 -7.3888e-01 -3.8490e-01 +1.8743e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.591150262e+01 +3.591150262e+01 +3.090615026e+02 +3.090615026e+02 -3.9106e+00 -3.8392e+00 -4.3277e-01 -1.9215e+00 -3.5299e-01
4 +2.119596126e+01 +2.119596126e+01 +2.943459613e+02 +2.943459613e+02 -2.2244e+00 -4.0609e+00 -6.0540e-02 -7.8223e-01 -1.7190e+00
15 +1.556136274e+01 +1.556136274e+01 +2.887113627e+02 +2.887113627e+02 -1.2300e+00 -5.0000e+00 +4.6234e-01 +2.7684e-01 -7.8721e-01
34 +9.462379903e+00 +9.462379903e+00 +2.826123799e+02 +2.826123799e+02 +1.6637e-02 -2.1693e+00 -1.8005e-01 +2.7120e+00 -3.1889e-01
3388 +6.083002226e+00 +6.083002226e+00 +2.792330022e+02 +2.792330022e+02 +3.4947e+00 +1.6229e+00 +7.8028e-01 +8.2739e-01 -2.2111e+00
3416 +3.853675951e+00 +3.853675951e+00 +2.770036760e+02 +2.770036760e+02 +3.5690e+00 +3.0627e+00 +1.0224e+00 +1.7511e+00 -2.6665e-01
4142 +2.459586420e+00 +2.459586420e+00 +2.756095864e+02 +2.756095864e+02 +3.9387e+00 +3.7180e+00 +9.1530e-01 +1.1667e+00 +8.6252e-01
5477 +1.564114969e+00 +1.564114969e+00 +2.747141150e+02 +2.747141150e+02 +3.9827e+00 +4.0463e+00 +7.4926e-01 +1.6844e+00 +7.5246e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.931869586e+01 +4.931869586e+01 +8.649869586e+01 +8.649869586e+01 -3.4935e+00 -4.8969e+00 -3.3876e+00 +4.7204e+00 -3.4120e+00
3 +3.744327010e+01 +3.744327010e+01 +7.462327010e+01 +7.462327010e+01 -3.1347e+00 -4.1660e+00 -4.5927e+00 +5.0000e+00 -2.6632e+00
6 +2.263499596e+01 +2.263499596e+01 +5.981499596e+01 +5.981499596e+01 -1.8039e+00 -2.5551e+00 -4.4859e+00 +3.9732e+00 -3.4844e+00
116 +1.321142099e+01 +1.321142099e+01 +5.039142099e+01 +5.039142099e+01 +2.1168e+00 +5.0000e+00 +3.8046e+00 +3.3779e+00 -1.2185e+00
132 +8.297109054e+00 +8.297109054e+00 +4.547710905e+01 +4.547710905e+01 +4.2443e+00 +2.4980e+00 +5.0000e+00 +3.1975e+00 -1.0283e+00
209 +6.183954871e+00 +6.183954871e+00 +4.336395487e+01 +4.336395487e+01 +2.8252e+00 +1.9673e+00 +4.1504e+00 +3.4558e+00 -1.6532e+00
651 +3.623784828e+00 +3.623784828e+00 +4.080378483e+01 +4.080378483e+01 -1.2491e+00 +2.3971e+00 +4.2975e+00 +2.2158e+00 -2.9685e+00
657 +2.461297908e+00 +2.461297908e+00 +3.964129791e+01 +3.964129791e+01 -3.6287e+00 +2.5393e+00 +2.8498e+00 +1.8652e+00 -3.8831e+00
659 +1.399907374e+00 +1.399907374e+00 +3.857990737e+01 +3.857990737e+01 -3.7173e+00 +1.7697e+00 +1.9214e+00 +2.0864e+00 -3.4034e+00
690 +9.561203443e-01 +9.561203443e-01 +3.813612034e+01 +3.813612034e+01 -4.2338e+00 +1.7768e+00 +1.9962e+00 +1.5038e+00 -3.1371e+00
2149 +5.646330939e-01 +5.646330939e-01 +3.774463309e+01 +3.774463309e+01 -3.7336e+00 +2.0845e+00 +2.2702e+00 +1.1893e+00 -3.4691e+00
5387 +3.619410272e-01 +3.619410272e-01 +3.754194103e+01 +3.754194103e+01 -3.9110e+00 +2.1992e+00 +2.2461e+00 +1.6220e+00 -3.4884e+00
7719 +2.130334738e-01 +2.130334738e-01 +3.739303347e+01 +3.739303347e+01 -3.9935e+00 +2.2848e+00 +2.0521e+00 +1.6533e+00 -3.5156e+00
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.325740181e+01 +4.325740181e+01 -1.046425982e+02 -1.046425982e+02 +2.0003e+00 -8.4156e-02 -2.2289e+00 +4.8476e+00 +4.6156e+00
2 +3.074458638e+01 +3.074458638e+01 -1.171554136e+02 -1.171554136e+02 +1.6041e+00 +8.6030e-01 -1.6416e+00 +5.0000e+00 +4.4426e+00
3 +2.394612539e+01 +2.394612539e+01 -1.239538746e+02 -1.239538746e+02 +1.4917e+00 +1.1923e+00 -1.7275e+00 +4.7361e+00 +4.4290e+00
48 +1.540839222e+01 +1.540839222e+01 -1.324916078e+02 -1.324916078e+02 +3.8855e+00 -6.7374e-01 -8.1101e-01 +5.0000e+00 -9.4331e-01
828 +9.454179247e+00 +9.454179247e+00 -1.384458208e+02 -1.384458208e+02 -3.8561e-01 +9.6603e-02 +1.0404e+00 +3.9757e+00 +1.1173e+00
1406 +5.295489493e+00 +5.295489493e+00 -1.426045105e+02 -1.426045105e+02 -8.5423e-01 -1.8590e-01 +9.7276e-01 +1.9836e-01 -1.3201e+00
1420 +3.817084446e+00 +3.817084446e+00 -1.440829156e+02 -1.440829156e+02 -4.0491e-01 -5.6301e-01 +1.8128e+00 -8.9991e-01 -1.9037e+00
1428 +2.282032972e+00 +2.282032972e+00 -1.456179670e+02 -1.456179670e+02 -1.8559e+00 -1.2127e+00 +1.6197e+00 -9.7113e-01 -3.0520e+00
1495 +6.831231668e-01 +6.831231668e-01 -1.472168768e+02 -1.472168768e+02 -1.7456e+00 -6.3879e-01 +1.1015e+00 -1.5112e+00 -3.6440e+00
2013 +5.270205723e-01 +5.270205723e-01 -1.473729794e+02 -1.473729794e+02 -1.9116e+00 +1.0342e-01 +1.3393e+00 -1.9955e+00 -3.0598e+00
9330 +3.935010164e-01 +3.935010164e-01 -1.475064990e+02 -1.475064990e+02 -1.7951e+00 +1.4464e-01 +1.0558e+00 -1.8694e+00 -3.0600e+00
33101 +2.500035092e-01 +2.500035092e-01 -1.476499965e+02 -1.476499965e+02 -1.6807e+00 +3.0039e-01 +1.1343e+00 -2.0983e+00 -3.0545e+00
% function evaluation | noise-free fitness - Fopt (-2.218900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.085427575e+01 +6.085427575e+01 -1.610357243e+02 -1.610357243e+02 -1.5461e+00 +1.3990e+00 -1.0740e+00 +4.8609e+00 +4.6213e+00
4 +3.465081659e+01 +3.465081659e+01 -1.872391834e+02 -1.872391834e+02 -2.4764e+00 +1.8961e+00 -7.8299e-01 +2.8446e+00 +4.1009e+00
27 +1.947484662e+01 +1.947484662e+01 -2.024151534e+02 -2.024151534e+02 -4.2325e+00 +7.3590e-01 -1.2546e+00 +4.1350e+00 +3.3290e+00
116 +8.694640054e+00 +8.694640054e+00 -2.131953599e+02 -2.131953599e+02 +3.1899e-01 -2.9526e+00 -1.8063e+00 -1.5917e+00 +2.2247e+00
324 +6.096816515e+00 +6.096816515e+00 -2.157931835e+02 -2.157931835e+02 -8.3161e-01 -1.4778e+00 -1.8162e+00 -2.1880e+00 -6.5042e-01
359 +3.442047744e+00 +3.442047744e+00 -2.184479523e+02 -2.184479523e+02 -2.2787e+00 -7.8892e-01 -1.8742e+00 -6.9434e-01 -1.4996e+00
368 +2.452386364e+00 +2.452386364e+00 -2.194376136e+02 -2.194376136e+02 -2.0355e+00 -2.1194e-01 -1.3799e+00 -5.9567e-01 -1.5978e+00
454 +1.430046749e+00 +1.430046749e+00 -2.204599533e+02 -2.204599533e+02 -3.7059e+00 +7.5395e-01 +2.1197e-01 +1.0243e+00 -2.4051e+00
481 +9.991801824e-01 +9.991801824e-01 -2.208908198e+02 -2.208908198e+02 -3.8403e+00 +6.4656e-01 -2.1349e-02 +1.2214e+00 -2.3871e+00
2302 +4.573477563e-01 +4.573477563e-01 -2.214326522e+02 -2.214326522e+02 -3.7193e+00 +3.2418e-01 +9.5206e-02 +8.3036e-01 -1.9002e+00
13320 +3.492652349e-01 +3.492652349e-01 -2.215407348e+02 -2.215407348e+02 -3.8217e+00 +3.2587e-01 +5.0317e-01 +9.9304e-01 -2.0153e+00
29612 +2.048656033e-01 +2.048656033e-01 -2.216851344e+02 -2.216851344e+02 -3.9860e+00 +2.8166e-01 +2.7637e-01 +8.1975e-01 -2.0848e+00
% function evaluation | noise-free fitness - Fopt (1.195400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.105474309e+01 +5.105474309e+01 +1.705947431e+02 +1.705947431e+02 -2.1983e+00 +2.2002e+00 -3.6123e+00 +3.9278e+00 -3.8756e+00
5 +3.887502090e+01 +3.887502090e+01 +1.584150209e+02 +1.584150209e+02 -2.6539e+00 +2.5611e+00 -3.8060e+00 +2.1870e+00 -4.6437e+00
13 +2.094450544e+01 +2.094450544e+01 +1.404845054e+02 +1.404845054e+02 +7.3588e-01 +2.8042e+00 -4.3657e+00 +3.6237e+00 -3.4953e+00
168 +1.513162402e+01 +1.513162402e+01 +1.346716240e+02 +1.346716240e+02 +1.2610e+00 +4.0774e+00 -5.0000e+00 +1.1704e+00 -5.2790e-01
194 +9.362255207e+00 +9.362255207e+00 +1.289022552e+02 +1.289022552e+02 +2.2812e-01 +3.0844e+00 -4.8177e+00 +2.0440e+00 +8.7086e-01
202 +6.165165135e+00 +6.165165135e+00 +1.257051651e+02 +1.257051651e+02 +2.8881e-01 +2.0922e+00 -5.0000e+00 +1.4236e+00 +1.1417e+00
225 +3.446065878e+00 +3.446065878e+00 +1.229860659e+02 +1.229860659e+02 +3.4647e-01 +1.1285e+00 -5.0000e+00 -9.8652e-01 +2.7757e+00
247 +2.449549826e+00 +2.449549826e+00 +1.219895498e+02 +1.219895498e+02 +1.9354e+00 +1.1999e+00 -3.3452e+00 -8.1566e-01 +4.0196e+00
252 +1.117854003e+00 +1.117854003e+00 +1.206578540e+02 +1.206578540e+02 +2.0029e+00 +9.7231e-01 -3.1842e+00 -1.7220e-01 +4.1348e+00
370 +7.571171996e-01 +7.571171996e-01 +1.202971172e+02 +1.202971172e+02 +1.4146e+00 +8.5796e-01 -3.0107e+00 -5.1185e-01 +2.9723e+00
834 +5.914372073e-01 +5.914372073e-01 +1.201314372e+02 +1.201314372e+02 +1.2672e+00 +1.1025e+00 -3.1383e+00 -4.6871e-01 +3.9715e+00
2262 +3.377716854e-01 +3.377716854e-01 +1.198777717e+02 +1.198777717e+02 +1.3750e+00 +1.1768e+00 -2.7601e+00 -3.3421e-01 +3.7634e+00
% function evaluation | noise-free fitness - Fopt (6.983000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.670661506e+01 +2.670661506e+01 +9.653661506e+01 +9.653661506e+01 +2.0556e+00 -1.6897e+00 +4.5607e+00 -9.8546e-01 +4.1148e+00
2 +1.632674175e+01 +1.632674175e+01 +8.615674175e+01 +8.615674175e+01 +2.7309e+00 -1.2824e+00 +5.0000e+00 -1.5784e+00 +4.6815e+00
70 +1.322785306e+01 +1.322785306e+01 +8.305785306e+01 +8.305785306e+01 +4.2315e+00 -2.2532e+00 +4.3076e-01 -2.7200e+00 +1.9594e+00
541 +8.977937181e+00 +8.977937181e+00 +7.880793718e+01 +7.880793718e+01 +2.5219e+00 -3.7632e+00 -2.6503e+00 -3.8564e+00 +3.6185e+00
759 +6.280663996e+00 +6.280663996e+00 +7.611066400e+01 +7.611066400e+01 +2.6733e-01 -3.1070e+00 -2.7357e+00 -4.3130e+00 +3.9979e+00
1023 +3.850019319e+00 +3.850019319e+00 +7.368001932e+01 +7.368001932e+01 -9.1678e-01 -2.1331e+00 -1.3637e+00 -4.1434e+00 +3.3633e+00
1340 +1.903551752e+00 +1.903551752e+00 +7.173355175e+01 +7.173355175e+01 -1.8275e+00 -1.0871e+00 -3.0542e+00 -4.1699e+00 +1.6701e+00
1351 +1.466958396e+00 +1.466958396e+00 +7.129695840e+01 +7.129695840e+01 -2.5364e+00 -8.7615e-01 -3.8478e+00 -3.2938e+00 +1.3549e+00
